# Animal taxonomy + direct capabilities (hand-curated, true).
# Default reasoning (M6) walks ES upward; the most specific level
# holding a claim decides (denials included via negation_seed.txt).
# 17 rows.
PINGÜINO	ES	AVE
AVESTRUZ	ES	AVE
GORRION	ES	AVE
MURCIELAGO	ES	MAMIFERO
BALLENA	ES	MAMIFERO
ORNITORRINCO	ES	MAMIFERO
PERRO	ES	MAMIFERO
GATO	ES	MAMIFERO
AGUILA	ES	AVE
LEON	ES	MAMIFERO
TIBURON	ES	PEZ
PEZ	ES	ANIMAL
SERPIENTE	ES	REPTIL
REPTIL	ES	ANIMAL
CABALLO	ES	MAMIFERO
PIOLIN	ES	CANARIO
CANARIO	ES	AVE
TUX	ES	PINGUINO
AVE	CAPAZ_DE	VOLAR
MURCIELAGO	CAPAZ_DE	VOLAR
PINGUINO	CAPAZ_DE	NADAR
BALLENA	CAPAZ_DE	NADAR
PERRO	CAPAZ_DE	LADRAR
LEON	CAPAZ_DE	RUGIR
PEZ	CAPAZ_DE	NADAR
SERPIENTE	CAPAZ_DE	ARRASTRARSE
CABALLO	CAPAZ_DE	GALOPAR
GATO	CAPAZ_DE	MAULLAR
ORNITORRINCO	CAPAZ_DE	NADAR
