DAVID	ALABANZA	DIOS
DAVID	AMA_A	DIOS
DAVID	BUSCA_A	DIOS
DAVID	CANTA_A	DIOS
DAVID	CLAMA_A	DIOS
DAVID	CONFIANZA_EN	DIOS
DAVID	ESPERANZA_EN	DIOS
DAVID	NARRA	OBRAS_DE_DIOS
DAVID	SE_AFERRA_A	DIOS
DAVID	TEMPOR_DE	DIOS
DIOS	CAMINA	ENTRE_EL_PUEBLO
DIOS	CREA	CIELOS
DIOS	CREA	HOMBRES
DIOS	CREA	TIERRA
DIOS	DESTRUYE	ENEMIGOS
DIOS	ES	BONDADOSO
DIOS	ES	ETOERNO
DIOS	ES	FIEL
DIOS	ES	JUSTO
DIOS	ES	MISERICORDIOSO
DIOS	ES	PODEROSO
DIOS	ES	SABIO
DIOS	ES	SANTO
DIOS	ESCUCHA	ORACIONES
DIOS	GOBIERNA	NACIONES
DIOS	HABITA	SION
DIOS	JUZGA	MALVADOS
DIOS	MORADA	JERUSALEN
DIOS	PROTEGE	JUSTOS
DIOS	REINA	SOBRE_TODAS_LAS_OBRAS
DIOS	RESPONDE	CLAMORES
DIOS	SALVA	ISRAEL
DIOS	TIENE	CELO
DIOS	TIENE	FURIA
DIOS	TIENE	GRACIA
DIOS	TIENE	MISERICORDIA
ENEMIGOS	BUSCA	DESTRUIR
ENEMIGOS	CAEN	DESPUÉS_DE_DIOS
ENEMIGOS	HABLAN	MENTIRAS
ENEMIGOS	PERSEGUIR	ISRAEL
ENEMIGOS	PLANIFICAN	MAL
ENEMIGOS	RODEAN	JUSTOS
ISRAEL	ALABANZA	DIOS
ISRAEL	CANTA_A	DIOS
ISRAEL	CONFÍA_EN	DIOS
ISRAEL	PUEBLO_DE	DIOS
ISRAEL	RECIBE	PROMESAS
ISRAEL	TEMPOR_DE	DIOS
JERUSALEN	ES	CIUDAD_SANTA
JERUSALEN	HABITA_EN	DIOS
JUSTOS	ALABAN	DIOS
JUSTOS	CANTAN	ALABANZAS
JUSTOS	CONFÍA_EN	DIOS
JUSTOS	JUZGAN	CON_JUSTICIA
JUSTOS	OBEDECEN	DIOS
JUSTOS	SON_PROTEGIDOS	POR_DIOS
MALVADOS	CAEN	EN_SU_PROPIA_RED
MALVADOS	HABLAN	FALSO
MALVADOS	PERECEN	ETERNAMENTE
MALVADOS	PERSECUTAN	JUSTOS
MALVADOS	RECHAZAN	DIOS
MALVADOS	SON_JUZGADOS	POR_DIOS
SALMO	CONSUELA	AFLIGIDOS
SALMO	CONTIENE	ACCION_DE_GRACIAS
SALMO	CONTIENE	ALABANZA
SALMO	CONTIENE	LAMENTO
SALMO	CONTIENE	PETICION
SALMO	CONTIENE	PROFECÍA
SALMO	ENSINA	CONFIANZA
SALMO	ENSINA	JUSTICIA
SALMO	ENSINA	TEMOR_DE_DIOS
SALMO	ES	CANTICO
SALMO	FORTALECE	DESANIMADOS
SALMO_1	Dice	BENDECIDOS_EL_VARON_QUE_NO_ANDA_EN_CONSEJO_DE_MALVADOS
SALMO_1	Dice	COMO_ARBOL_JUNTO_A_MANANTIALES
SALMO_1	Dice	DARA_SU_FRUPO_A_SU_TIEMPO
SALMO_1	Dice	SU_DELEITE_ES_LA_LEY_DEL_SENOR
SALMO_119	Dice	BENDECIDOS_LOS_INTEGROS_EN_SU_CAMINO
SALMO_119	Dice	LOS_QUE_OBEDIENCIA_LA_LEY_DE_DIOS
SALMO_150	Dice	ALABADLO_CON_CAMPAÑA_Y_TROMPETA
SALMO_150	Dice	ALABAD_A_DIOS_EN_SU_SANCTUARIO
SALMO_150	Dice	TODO_LO QUE_Tiene_Alma_LOUVE_AL_SENOR
SALMO_23	Dice	AUNQUE_CAMINE_EN_VALLE_DE_SOMBRA_DE_MUERTE
SALMO_23	Dice	BONDAD_Y MISERICORDIA_ME_SEGUIRAN
SALMO_23	Dice	CAMINARE_EN_LA_SENDA_DE_LA_JUSTICIA
SALMO_23	Dice	EL_SENOR_ES_MI_PASTOR
SALMO_23	Dice	EN_PASTOS_VERDES_ME_HARA_YACER
SALMO_23	Dice	JUNTO_A_AGUAS_DE_REPOSO_ME_PASTOREARA
SALMO_23	Dice	MI_ALMA_VOLVERA_A_RESTAURAR
SALMO_23	Dice	MI_CALIZ_SE_DESBOARA
SALMO_23	Dice	NADA_ME_FALTARA
SALMO_23	Dice	NO_TEMERE_NADA
SALMO_23	Dice	PREPARAS_MESA_DELANTE_DE_MI
SALMO_23	Dice	TU_VARA_Y TU_CAYADO_ME_SOSTENDRAN
SALMO_23	Dice	VOLVERE_A_LA_CASA_DEL_SENOR
SALMO_91	Dice	DIEZ_MIL_A_TU_DIESTRA
SALMO_91	Dice	DIRA_AL_SENOR_Refugio_MIO
SALMO_91	Dice	EL_QUE_HABITA_EN_EL_REPOSO_DEL_ALTISIMO
SALMO_91	Dice	MIL_CAERAN_A_TU_LADO
SALMO_91	Dice	MI_FORTALEZA_Y_MI_CIUDAD_SALVADORA
SALMO_91	Dice	MORARA_BAJO_LA_SOMBRA_DEL_TODOPOTENTE
SALMO_91	Dice	NO_SE_ACERCARA_A_TI
SALMO_91	Dice	NO_TEMERAS_LOS_PESTES_DE_LA_NOCHE
SALMO_DE_ACCION_DE_GRACIAS	ES	SALMO
SALMO_DE_ALABANZA	ES	SALMO
SALMO_DE_CONFIANZA	ES	SALMO
SALMO_DE_LAMENTO	ES	SALMO
SALMO_DE_SABIDURÍA	ES	SALMO
SALMO_MESIÁNICO	ES	SALMO
SALMO_REAL	ES	SALMO
SION	CIUDAD_DE	DIOS
SION	MORADA_DE	DIOS
SION	TRONO_DE	DIOS
