# Jung seed: symbol mappings from "Psychology of the Unconscious"
# (1916, Hinkle translation, Gutenberg 65903, public domain).
# Hand-curated from the symbolism chapters (mother/rebirth, sacrifice,
# trees, arrow, cave, cup, sun). Later concepts (shadow, anima) excluded:
# they postdate this book. Spanish standard translations.
SOL	SIGNIFICA	LIBIDO
SOL	SIGNIFICA	DIOS
SOL	SIGNIFICA	LUZ
HEROE	SIGNIFICA	RENACIMIENTO
MADRE	SIGNIFICA	ORIGEN
SACRIFICIO	SIGNIFICA	RENACIMIENTO
COPA	SIGNIFICA	MADRE
CUEVA	SIGNIFICA	SEPARACION
FLECHA	SIGNIFICA	DESEO
ARBOL	SIGNIFICA	MADRE
CIUDAD	SIGNIFICA	MADRE
MAR	SIGNIFICA	MADRE
PALABRA	SIGNIFICA	SIMBOLO
LIBIDO	SIGNIFICA	DESEO
LIBIDO	SIGNIFICA	DIOS
LUZ	SIGNIFICA	CONCIENCIA
OSCURIDAD	SIGNIFICA	INCONSCIENTE
SUENO	SIGNIFICA	DESEO
SOL	ES	SIMBOLO
HEROE	ES	SIMBOLO
MADRE	ES	SIMBOLO
SACRIFICIO	ES	SIMBOLO
COPA	ES	SIMBOLO
CUEVA	ES	SIMBOLO
FLECHA	ES	SIMBOLO
ARBOL	ES	SIMBOLO
CIUDAD	ES	SIMBOLO
MAR	ES	SIMBOLO
PALABRA	ES	SIMBOLO
LIBIDO	ES	SIMBOLO
LUZ	ES	SIMBOLO
OSCURIDAD	ES	SIMBOLO
SUENO	ES	SIMBOLO
RENACIMIENTO	ES	SIMBOLO
DESEO	ES	SIMBOLO
DIOS	ES	SIMBOLO
CONCIENCIA	ES	SIMBOLO
INCONSCIENTE	ES	SIMBOLO
ORIGEN	ES	SIMBOLO
SEPARACION	ES	SIMBOLO
