25G	ES	25
25G	SIGNIFICA	PLANT
25G1	ES	25G
25G11	ES	25G1
25G11	RELACIONADO	25H13
25G11	SIGNIFICA	GROUP
25G12	ES	25G1
25G12	RELACIONADO	25H153
25G12	SIGNIFICA	BUSH
25G13	ES	25G1
25G13	SIGNIFICA	GROUP
25G14	ES	25G1
25G14	SIGNIFICA	GROUP
25G2	ES	25G
25G2	RELACIONADO	25G41
25G2	SIGNIFICA	PRODUCT
25G21	ES	25G2
25G21	SIGNIFICA	FRUIT
25G211	ES	25G21
25G2111	ES	25G211
25G2111	SIGNIFICA	SEED
25G22	ES	25G2
25G3	ES	25G
25G3	RELACIONADO	25G11
25G3	RELACIONADO	25H15
25G3	RELACIONADO	25H151
25G3	RELACIONADO	25H152
25G3	SIGNIFICA	TREE
25G31	ES	25G3
25G31	SIGNIFICA	BUSH
25G39	ES	25G3
25G39	SIGNIFICA	DIAGRAM
25G391	ES	25G39
25G391	SIGNIFICA	ALCHEMY
25G4	ES	25G
25G4	SIGNIFICA	HERB
25G41	ES	25G4
25G41	SIGNIFICA	FLOWER
25G411	ES	25G41
25G411	SIGNIFICA	BUNCH_OF_FLOWERS
25G4111	ES	25G411
25G4111	SIGNIFICA	GARLAND
25G412	ES	25G41
25G412	SIGNIFICA	DRYING
25G49	ES	25G4
25G49	SIGNIFICA	ARTIFICIAL_FLOWER
25G5	ES	25G
25G5	SIGNIFICA	LOWER_PLANT
25G51	ES	25G5
25G51	SIGNIFICA	FERN
25G52	ES	25G5
25G52	SIGNIFICA	MOSS
25G53	ES	25G5
25G53	SIGNIFICA	ALGAE
25G54	ES	25G5
25G54	SIGNIFICA	FUNGI
25G541	ES	25G54
25G541	SIGNIFICA	MUSHROOM
25G55	ES	25G5
25G55	SIGNIFICA	LICHEN
25G56	ES	25G5
25G6	ES	25G
25G6	SIGNIFICA	EXTINCT
25G61	ES	25G6
25G61	SIGNIFICA	PREHISTORY
25G62	ES	25G6
25G62	SIGNIFICA	FOSSIL
25G7	ES	25G
25G7	SIGNIFICA	FLOWER
25GG	ES	25
25GG	SIGNIFICA	FABULOUS_VEGETATION
25GG1	ES	25GG
25GG11	ES	25GG1
25GG11	SIGNIFICA	GROUP
25GG12	ES	25GG1
25GG12	SIGNIFICA	BUSH
25GG13	ES	25GG1
25GG13	SIGNIFICA	GROUP
25GG14	ES	25GG1
25GG14	SIGNIFICA	GROUP
25GG2	ES	25GG
25GG21	ES	25GG2
25GG21	SIGNIFICA	FRUIT
25GG211	ES	25GG21
25GG2111	ES	25GG211
25GG2111	SIGNIFICA	SEED
25GG22	ES	25GG2
25GG3	ES	25GG
25GG31	ES	25GG3
25GG31	SIGNIFICA	BUSH
25GG39	ES	25GG3
25GG39	SIGNIFICA	DIAGRAM
25GG4	ES	25GG
25GG41	ES	25GG4
25GG41	SIGNIFICA	FLOWER
25GG411	ES	25GG41
25GG411	SIGNIFICA	BUNCH_OF_FLOWERS
25GG412	ES	25GG41
25GG412	SIGNIFICA	DRYING
25GG49	ES	25GG4
25GG49	SIGNIFICA	ARTIFICIAL_FLOWER
25GG5	ES	25GG
25GG51	ES	25GG5
25GG52	ES	25GG5
25GG53	ES	25GG5
25GG54	ES	25GG5
25GG541	ES	25GG54
25GG55	ES	25GG5
25GG56	ES	25GG5
25GG6	ES	25GG
25GG61	ES	25GG6
25GG61	SIGNIFICA	PREHISTORY
25GG62	ES	25GG6
25GG62	SIGNIFICA	FOSSIL
25GG7	ES	25GG
